Series Name,Series Code,Country Name,Country Code,2015 [YR2015],2019 [YR2019]
GDP per capita (current US$),NY.GDP.PCAP.CD,Puerto Rico,PRI,29763.4883013861,32916.866800639
GDP per capita (current US$),NY.GDP.PCAP.CD,Qatar,QAT,66984.9102002396,62827.3969554767
GDP per capita (current US$),NY.GDP.PCAP.CD,Romania,ROU,8976.9544892648,12957.9991142218
GDP per capita (current US$),NY.GDP.PCAP.CD,Russian Federation,RUS,9277.7138671875,11447.701171875
GDP per capita (current US$),NY.GDP.PCAP.CD,Rwanda,RWA,733.813379277367,806.332472032037
GDP per capita (current US$),NY.GDP.PCAP.CD,Samoa,WSM,4048.46711296568,4308.3007294066
GDP per capita (current US$),NY.GDP.PCAP.CD,San Marino,SMR,42281.8112549264,47287.3983948633
GDP per capita (current US$),NY.GDP.PCAP.CD,Sao Tome and Principe,STP,1292.73305546523,1924.40814952173
GDP per capita (current US$),NY.GDP.PCAP.CD,Saudi Arabia,SAU,20442.3625620084,23405.7087429435
GDP per capita (current US$),NY.GDP.PCAP.CD,Senegal,SEN,1238.12639978389,1462.67835252138
GDP per capita (current US$),NY.GDP.PCAP.CD,Serbia,SRB,5588.9794435877,7417.20660836868
GDP per capita (current US$),NY.GDP.PCAP.CD,Seychelles,SYC,15333.1051727105,19141.5118743615
GDP per capita (current US$),NY.GDP.PCAP.CD,Sierra Leone,SLE,581.293411814954,506.606913779078
GDP per capita (current US$),NY.GDP.PCAP.CD,Singapore,SGP,55645.6068614606,66081.7199235165
GDP per capita (current US$),NY.GDP.PCAP.CD,Sint Maarten (Dutch part),SXM,36519.9926615273,35509.49472678
GDP per capita (current US$),NY.GDP.PCAP.CD,Slovak Republic,SVK,16390.8821748507,19381.8905468746
GDP per capita (current US$),NY.GDP.PCAP.CD,Slovenia,SVN,20890.1664304173,26042.4463468032
GDP per capita (current US$),NY.GDP.PCAP.CD,Solomon Islands,SLB,2134.80541826155,2398.77305007963
GDP per capita (current US$),NY.GDP.PCAP.CD,Somalia,SOM,507.482915467098,589.465891901627
GDP per capita (current US$),NY.GDP.PCAP.CD,South Africa,ZAF,6204.92990145846,6702.52661671812
GDP per capita (current US$),NY.GDP.PCAP.CD,South Sudan,SSD,1071.77776475545,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Spain,ESP,25754.36102944,29581.5185513299
GDP per capita (current US$),NY.GDP.PCAP.CD,Sri Lanka,LKA,3990.35311739446,4082.69404871533
GDP per capita (current US$),NY.GDP.PCAP.CD,St. Kitts and Nevis,KNA,20029.759828881,23219.6419256278
GDP per capita (current US$),NY.GDP.PCAP.CD,St. Lucia,LCA,10292.7335300088,11714.8975491757
GDP per capita (current US$),NY.GDP.PCAP.CD,St. Martin (French part),MAF,..,19691.6167115689
GDP per capita (current US$),NY.GDP.PCAP.CD,St. Vincent and the Grenadines,VCT,7386.74663845115,8680.25110238522
GDP per capita (current US$),NY.GDP.PCAP.CD,Sudan,SDN,1355.12609863281,748.010925292969
GDP per capita (current US$),NY.GDP.PCAP.CD,Suriname,SUR,8907.83725830091,6690.04478601228
GDP per capita (current US$),NY.GDP.PCAP.CD,Eswatini,SWZ,3583.31129031343,3843.38004601919
GDP per capita (current US$),NY.GDP.PCAP.CD,Sweden,SWE,51545.4836095322,51939.4297445291
GDP per capita (current US$),NY.GDP.PCAP.CD,Switzerland,CHE,83806.4476003837,84121.9310304414
GDP per capita (current US$),NY.GDP.PCAP.CD,Syrian Arab Republic,SYR,857.417884760688,1123.63235251465
GDP per capita (current US$),NY.GDP.PCAP.CD,Tajikistan,TJK,970.362547188452,889.023340713117
GDP per capita (current US$),NY.GDP.PCAP.CD,Tanzania,TZA,929.7998046875,1050.93176269531
GDP per capita (current US$),NY.GDP.PCAP.CD,Thailand,THA,5708.79409105798,7628.57603307351
GDP per capita (current US$),NY.GDP.PCAP.CD,Timor-Leste,TLS,1322.9290943123,1583.07860279061
GDP per capita (current US$),NY.GDP.PCAP.CD,Togo,TGO,770.143807374741,848.310124981212
GDP per capita (current US$),NY.GDP.PCAP.CD,Tonga,TON,4117.93104694205,4878.97868604087
GDP per capita (current US$),NY.GDP.PCAP.CD,Trinidad and Tobago,TTO,18508.770502876,15642.4067190576
GDP per capita (current US$),NY.GDP.PCAP.CD,Tunisia,TUN,3960.92484913663,3477.83618091653
GDP per capita (current US$),NY.GDP.PCAP.CD,Turkiye,TUR,11049.9951100942,9215.44087472889
GDP per capita (current US$),NY.GDP.PCAP.CD,Turkmenistan,TKM,6208.2966545016,7344.88020350303
GDP per capita (current US$),NY.GDP.PCAP.CD,Turks and Caicos Islands,TCA,25783.2941047676,27327.8832805295
GDP per capita (current US$),NY.GDP.PCAP.CD,Tuvalu,TUV,3384.38320147639,4940.05098268449
GDP per capita (current US$),NY.GDP.PCAP.CD,Uganda,UGA,864.180059289672,823.024732902811
GDP per capita (current US$),NY.GDP.PCAP.CD,Ukraine,UKR,2124.66259765625,3661.45776367188
GDP per capita (current US$),NY.GDP.PCAP.CD,United Arab Emirates,ARE,41525.1389043587,45376.1708390447
GDP per capita (current US$),NY.GDP.PCAP.CD,United Kingdom,GBR,44964.3911437292,42662.5353740311
GDP per capita (current US$),NY.GDP.PCAP.CD,United States,USA,57040.2082136605,65548.0707847572
GDP per capita (current US$),NY.GDP.PCAP.CD,Uruguay,URY,16950.7531694816,18149.0562908315
GDP per capita (current US$),NY.GDP.PCAP.CD,Uzbekistan,UZB,2753.97105825798,1795.20176845657
GDP per capita (current US$),NY.GDP.PCAP.CD,Vanuatu,VUT,2643.8868859095,3076.58988588361
GDP per capita (current US$),NY.GDP.PCAP.CD,"Venezuela, RB",VEN,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Viet Nam,VNM,2595.23484372958,3491.09140990663
GDP per capita (current US$),NY.GDP.PCAP.CD,Virgin Islands (U.S.),VIR,34007.3529411765,38633.5298915336
GDP per capita (current US$),NY.GDP.PCAP.CD,West Bank and Gaza,PSE,3272.15432360708,3656.85827137011
GDP per capita (current US$),NY.GDP.PCAP.CD,"Yemen, Rep.",YEM,1488.4162886442,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Zambia,ZMB,1307.90964916032,1268.12094056241
GDP per capita (current US$),NY.GDP.PCAP.CD,Zimbabwe,ZWE,1410.32917348908,1421.86859641758
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Afghanistan,AFG,-166983554.911685,2916492.92940283
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Albania,ALB,-910256725.971613,-1161056359.18126
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Algeria,DZA,638915215.34559,-1350051614.14718
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,American Samoa,ASM,..,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Andorra,AND,..,-320300855.908445
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Angola,AGO,-10813085379.2657,1749052912.30147
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Antigua and Barbuda,ATG,-99949131.3440363,-141185108.237113
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Argentina,ARG,-10883760783.9318,-5126459686.19073
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Armenia,ARM,-155376061.98069,-233282275.296815
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Aruba,ABW,37200481.5606372,134984404.01532
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Australia,AUS,-38634724989.9104,-29844985008.3722
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Austria,AUT,5836278366.23208,5227955309.84838
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Azerbaijan,AZE,-838252000,927801000
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,"Bahamas, The",BHS,-76075924.75,-369231398.631
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Bahrain,BHR,3126063829.78723,-1138829787.23404
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Bangladesh,BGD,-2771250741.40178,-1884983625.06933
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Barbados,BRB,-366328937.704148,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Belarus,BLR,-1545700000,-1277100000
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Belgium,BEL,26844377439.2661,-4229947094.10198
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Belize,BLZ,-58649340.1251989,-91791684.7309233
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Benin,BEN,-117056378.004949,-191058357.410859
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Bermuda,BMU,58627864.425454,-42161389.5
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Bhutan,BTN,-6450953.8497443,-13011377.2857268
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Bolivia,BOL,-556430243.093449,264951155.795393
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Bosnia and Herzegovina,BIH,-288355804.376773,-425945182.441337
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Botswana,BWA,-195308867.002062,-113402014.692137
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Brazil,BRA,-61604176364.71,-46354807251.47
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,British Virgin Islands,VGB,..,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Brunei Darussalam,BRN,-171289167.823995,-373256767.246304
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Bulgaria,BGR,-2098190000,-1392120000
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Burkina Faso,BFA,-217796773.033046,-146535904.034235
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Burundi,BDI,-7254430.56976757,-29541676.7226275
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Cabo Verde,CPV,-111989153.507983,-106930455.641583
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Cambodia,KHM,-1735043113.24523,-3561195451.55026
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Cameroon,CMR,-638519165.449774,-898870738.367898
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Canada,CAN,23927632715.3373,26965431145.1468
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Cayman Islands,CYM,..,-1748910979.02653
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Central African Republic,CAF,..,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Chad,TCD,..,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Channel Islands,CHI,..,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Chile,CHL,-1915152095.71277,-3234014558.63705
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,China,CHN,-68098649764.7788,-50259822364.755
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Colombia,COL,-7402796209.71045,-10835657539.6744
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Comoros,COM,-4936699.51044482,-4300803.9663215
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,"Congo, Dem. Rep.",COD,-1165720010.30767,-1350994226.20535
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,"Congo, Rep.",COG,-3730406565.91486,1850224651.20702
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Costa Rica,CRI,-2541308963.6613,-2695142885.44097
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Cote d'Ivoire,CIV,-480000380.520798,-739662847.653744
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Croatia,HRV,-219175590.648716,-3860244855.14067
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Cuba,CUB,..,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Curacao,CUW,-127804469.273743,-214376249.653631
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Cyprus,CYP,15284627940.8201,-883119277.322615
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Czechia,CZE,2026234172.19674,-5975777816.22998
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Denmark,DNK,5642339768.00211,9775759922.64005
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Djibouti,DJI,-143832186.404533,-174999015.310515
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Dominica,DMA,-18664593.2496296,-62985652.6853796
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Dominican Republic,DOM,-2204900000,-3021000000
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Ecuador,ECU,-1322701337.30748,-979383496.243027
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,"Egypt, Arab Rep.",EGY,-6743500000,-8605068000
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,El Salvador,SLV,-396350024.042298,-635763348.397767
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Equatorial Guinea,GNQ,..,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Eritrea,ERI,..,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Estonia,EST,140346638.373735,-1190231245.83645
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Ethiopia,ETH,-2626517918.313,-2548743427.35754
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Faroe Islands,FRO,..,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Fiji,FJI,-239314277.211572,-358452458.527073
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Finland,FIN,-18241204965.2041,-8568455133.46849
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,France,FRA,8404253503.8188,30864497546.2034
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,French Polynesia,PYF,-3267219.21939577,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Gabon,GAB,-25253212.3377691,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,"Gambia, The",GMB,-74230000,-72710000
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Georgia,GEO,-1419607447.2,-1072558551.51
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Germany,DEU,68388393318.9342,98812746279.9771
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Ghana,GHA,-2970893676.55992,-3292065421.38183
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Gibraltar,GIB,..,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Greece,GRC,313664376.493594,-4372859648.55396
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Greenland,GRL,..,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Grenada,GRD,-135207147.804815,-184171297.314197
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Guam,GUM,..,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Guatemala,GTM,-1048092040,-796287070
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Guinea,GIN,-48257258.4212994,-43380000
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Guinea-Bissau,GNB,-16230041.4122476,-71268860.0498201
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Guyana,GUY,-137700000,-1684979887
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Haiti,HTI,-105680000,-75000000
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Honduras,HND,-951580322.068714,-495609882.923256
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,"Hong Kong SAR, China",HKG,-102532361408.386,-20531402022.1782
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Hungary,HUN,-2890619218.82159,-215796664.063774
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Iceland,ISL,-695187948.262079,702942464.560541
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,India,IND,-36495216490.7242,-37469945322.0152
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Indonesia,IDN,-10704478316.6269,-20531070565.6307
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,"Iran, Islamic Rep.",IRN,..,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Iraq,IRQ,7721900000,3269800000
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Ireland,IRL,-47433558092.5427,-97444443421.6992
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Isle of Man,IMN,..,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Israel,ISR,-367800000,-8673400000
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Italy,ITA,2120880782.65148,1681603982.41339
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Jamaica,JAM,-890764824.970038,-219424709.942522
